LCSC Part,First Category,Second Category,MFR.Part,Package,Solder Joint,Manufacturer,Library Type,Description,Datasheet,Price,Stock
C21120,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B224KA8NNNC,603,2,Samsung Electro-Mechanics,Basic,25V 220nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261513_Samsung-Electro-Mechanics-CL10B224KA8NNNC_C21120.pdf,"10000-19980:0.002630769,200-580:0.003846154,2000-9980:0.002923077,20000-:0.002461538,20-180:0.004892308,600-1980:0.003276923",346469
C21122,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B223KB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 22nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811101610_Samsung-Electro-Mechanics-CL10B223KB8NNNC_C21122.pdf,"20-180:0.005538462,200-580:0.004676923,600-1980:0.004200000,2000-9980:0.003907692,10000-19980:0.003661538,20000-:0.003523077",223498
C23630,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A225KO8NNNC,603,2,Samsung Electro-Mechanics,Basic,16V 2.2uF X5R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810271109_Samsung-Electro-Mechanics-CL10A225KO8NNNC_C23630.pdf,"20-180:0.005307692,200-580:0.004276923,600-1980:0.003523077,2000-9980:0.002907692,10000-19980:0.002800000,20000-:0.002738462",2955254
C23733,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05A475MP5NRNC,402,2,Samsung Electro-Mechanics,Basic,10V 4.7uF X5R 亇20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191211_Samsung-Electro-Mechanics-CL05A475MP5NRNC_C23733.pdf,"20-180:0.005276923,200-580:0.004246154,600-1980:0.003661538,2000-9980:0.003323077,10000-19980:0.003015385,20000-:0.002861538",619444
C23969,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C010CB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 1pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261512_Samsung-Electro-Mechanics-CL10C010CB8NNNC_C23969.pdf,"20-180:0.009523077,200-580:0.007923077,600-1980:0.007046154,2000-9980:0.006507692,10000-19980:0.006061538,20000-:0.005800000",16928
C24497,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31B104KBCNNNC,1206,2,Samsung Electro-Mechanics,Basic,50V 100nF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810221109_Samsung-Electro-Mechanics-CL31B104KBCNNNC_C24497.pdf,"7500-14985:0.007307692,150-435:0.010338462,1500-7485:0.008046154,15000-:0.006907692,15-135:0.012892308,450-1485:0.008907692",734586
C26404,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05B332KB5NNNC,402,2,Samsung Electro-Mechanics,Basic,50V 3.3nF X7R 亇10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191211_Samsung-Electro-Mechanics-CL05B332KB5NNNC_C26404.pdf,"20-180:0.003230769,200-580:0.002476923,600-1980:0.002092308,2000-9980:0.001907692,10000-19980:0.001676923,20000-:0.001584615",13688
C27920,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B822KB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 8.2nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810262007_Samsung-Electro-Mechanics-CL10B822KB8NNNC_C27920.pdf,"20-180:0.004107692,200-580:0.003353846,600-1980:0.002953846,2000-9980:0.002769231,10000-19980:0.002538462,20000-:0.002461538",29353
C28233,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B104KCFNNNE,805,2,Samsung Electro-Mechanics,Basic,100V 100nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191216_Samsung-Electro-Mechanics-CL21B104KCFNNNE_C28233.pdf,"20-180:0.008061538,600-1980:0.005707692,20000-:0.004538462,200-580:0.006553846,2000-9980:0.005215385,10000-19980:0.004769231",684290
C28260,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C222JBFNNNE,805,2,Samsung Electro-Mechanics,Basic,50V 2.2nF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL21C222JBFNNNE_C28260.pdf,"20-180:0.038153846,200-580:0.031692308,600-1980:0.028461538,2000-9980:0.026153846,10000-19980:0.024153846,20000-:0.023230769",53458
C28262,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C680JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 68pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261521_Samsung-Electro-Mechanics-CL10C680JB8NNNC_C28262.pdf,"200-580:0.005092308,2000-9980:0.004276923,20-180:0.006000000,600-1980:0.004584615,20000-:0.003876923,10000-19980:0.004015385",15642
C28323,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B105KBFNNNE,805,2,Samsung Electro-Mechanics,Basic,50V 1uF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191216_Samsung-Electro-Mechanics-CL21B105KBFNNNE_C28323.pdf,"20-180:0.008261538,200-580:0.006369231,600-1980:0.005523077,2000-9980:0.004892308,10000-19980:0.004630769,20000-:0.004461538",7113912
C29823,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206B475K500NT,1206,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 4.7uF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811091112_FH-Guangdong-Fenghua-Advanced-Tech-1206B475K500NT_C29823.pdf,"15-135:0.045538462,150-435:0.036923077,450-1485:0.032615385,7500-14985:0.027692308,1500-7485:0.029076923,15000-:0.026923077",145592
C30274,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402CG6R0C500NT,402,2,FH(Guangdong Fenghua Advanced Tech),Basic,亇0.25pF 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811141733_FH-Guangdong-Fenghua-Advanced-Tech-0402CG6R0C500NT_C30274.pdf,"20-180:0.001096923,600-1980:0.000744615,40000-79980:0.000584615,200-580:0.000866154,2000-9980:0.000689231,10000-19980:0.000615385,80000-:0.000580000,20000-39980:0.000590769",3318
C31658,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B683KB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 68nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811072020_Samsung-Electro-Mechanics-CL10B683KB8NNNC_C31658.pdf,"20-180:0.007892308,200-580:0.006415385,600-1980:0.005600000,2000-9980:0.005107692,10000-19980:0.004676923,20000-:0.004446154",55894
C32949,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05C100JB5NNNC,402,2,Samsung Electro-Mechanics,Basic,50V 10pF C0G 亇5% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191220_Samsung-Electro-Mechanics-CL05C100JB5NNNC_C32949.pdf,"20-180:0.003923077,200-580:0.003230769,2000-9980:0.002707692,20000-:0.002415385,10000-19980:0.002492308,600-1980:0.002876923",333794
C35216,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31B102KGFNNNE,1206,2,Samsung Electro-Mechanics,Basic,500V 1nF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810221111_Samsung-Electro-Mechanics-CL31B102KGFNNNE_C35216.pdf,"15-135:0.029846154,150-435:0.024153846,450-1485:0.020923077,1500-7485:0.019076923,7500-14985:0.017384615,15000-:0.016615385",75667
C37474,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG6R0C500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 6pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061822_FH-Guangdong-Fenghua-Advanced-Tech-0603CG6R0C500NT_C37474.pdf,"20-180:0.003030769,200-580:0.002461538,600-1980:0.002061538,2000-9980:0.001723077,20000-:0.001630769,10000-19980:0.001661538",168594
C38523,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C120JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 12pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10C120JB8NNNC_C38523.pdf,"20-180:0.004476923,200-580:0.003784615,600-1980:0.003400000,2000-9980:0.003153846,10000-19980:0.002953846,20000-:0.002846154",112649
C39148,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C560JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 56pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10C560JB8NNNC_C39148.pdf,"20-180:0.005723077,200-580:0.004630769,600-1980:0.004030769,2000-9980:0.003676923,10000-19980:0.003353846,20000-:0.003200000",25158
C46219,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG3R0C500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 3pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061821_FH-Guangdong-Fenghua-Advanced-Tech-0603CG3R0C500NT_C46219.pdf,"20-180:0.002923077,600-1980:0.001984615,20000-:0.001569231,10000-19980:0.001600000,200-580:0.002369231,2000-9980:0.001646154",3196745
C46653,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B102KBCNNNC,805,2,Samsung Electro-Mechanics,Basic,50V 1nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1808311543_Samsung-Electro-Mechanics-CL21B102KBCNNNC_C46653.pdf,"20-180:0.009138462,200-580:0.007600000,600-1980:0.006753846,2000-9980:0.006246154,10000-19980:0.005800000,20000-:0.005569231",526296
C47339,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05A474KP5NNNC,402,2,Samsung Electro-Mechanics,Basic,10V 470nF X5R 亇10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191214_Samsung-Electro-Mechanics-CL05A474KP5NNNC-_C47339.pdf,"10000-19980:0.001769231,20-180:0.003415385,200-580:0.002630769,600-1980:0.002215385,2000-9980:0.002030769,20000-:0.001692308",392529
C49217,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805F225M500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 2.2uF Y5V 亇20% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811101411_FH-Guangdong-Fenghua-Advanced-Tech-0805F225M500NT_C49217.pdf,"200-580:0.012800000,2000-9980:0.008907692,20000-:0.008461538,10000-19980:0.008615385,20-180:0.015692308,600-1980:0.010661538",184841
C49678,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CC0805KRX7R9BB104,805,2,YAGEO,Basic,50V 100nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810101813_YAGEO-CC0805KRX7R9BB104_C49678.pdf,"20-180:0.004092308,200-580:0.003153846,600-1980:0.002738462,2000-9980:0.002430769,10000-19980:0.002292308,40000-79980:0.002200000,80000-:0.002169231,20000-39980:0.002215385",4983032
C50254,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31B225KBHNNNE,1206,2,Samsung Electro-Mechanics,Basic,50V 2.2uF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811072012_Samsung-Electro-Mechanics-CL31B225KBHNNNE_C50254.pdf,"7500-14985:0.019846154,150-435:0.028153846,1500-7485:0.022000000,15000-:0.018769231,15-135:0.035230769,450-1485:0.024615385",938877
C51207,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B331KBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 330pF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191220_Samsung-Electro-Mechanics-CL21B331KBANNNC_C51207.pdf,"20-180:0.002892308,200-580:0.002307692,600-1980:0.002000000,2000-9980:0.001861538,10000-19980:0.001676923,20000-:0.001615385",67535
C52923,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05A105KA5NQNC,402,2,Samsung Electro-Mechanics,Basic,25V 1uF X5R 亇10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811091611_Samsung-Electro-Mechanics-CL05A105KA5NQNC_C52923.pdf,"20-180:0.003230769,200-580:0.002523077,600-1980:0.002215385,2000-9980:0.001984615,10000-19980:0.001892308,20000-:0.001830769",2508596
C53134,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B473KBCNNNC,805,2,Samsung Electro-Mechanics,Basic,50V 47nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811091614_Samsung-Electro-Mechanics-CL21B473KBCNNNC_C53134.pdf,"20-180:0.010030769,200-580:0.008092308,600-1980:0.007015385,2000-9980:0.006369231,10000-19980:0.005815385,20000-:0.005507692",60830
C53175,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B332KBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 3.3nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191220_Samsung-Electro-Mechanics-CL21B332KBANNNC-_C53175.pdf,"20-180:0.008015385,200-580:0.006476923,600-1980:0.005615385,2000-9980:0.005092308,10000-19980:0.004646154,20000-:0.004400000",40914
C53987,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603B472K500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 4.7nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061811_FH-Guangdong-Fenghua-Advanced-Tech-0603B472K500NT_C53987.pdf,"20-180:0.002600000,600-1980:0.001769231,20000-:0.001400000,10000-19980:0.001424615,200-580:0.002123077,2000-9980:0.001473846",313162
C57112,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603B103K500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 10nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2102081402_FH-Guangdong-Fenghua-Advanced-Tech-0603B103K500NT_C57112.pdf,"20-180:0.002415385,200-580:0.001953846,600-1980:0.001615385,2000-9980:0.001338462,10000-19980:0.001290769,20000-:0.001267692",893227
C59461,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A226MQ8NRNC,603,2,Samsung Electro-Mechanics,Basic,6.3V 22uF X5R 亇20% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811151138_Samsung-Electro-Mechanics-CL10A226MQ8NRNC_C59461.pdf,"20-180:0.004476923,200-580:0.004353846,600-1980:0.004353846,2000-9980:0.004353846,10000-19980:0.004353846,20000-:0.004353846",11963519
C96123,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31A476MPHNNNE,1206,2,Samsung Electro-Mechanics,Basic,10V 47uF X5R 亇20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810221121_Samsung-Electro-Mechanics-CL31A476MPHNNNE_C96123.pdf,"15-135:0.084000000,150-435:0.067384615,450-1485:0.059076923,1500-7485:0.052923077,7500-14985:0.047846154,15000-:0.045384615",413550
C96446,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A106MA8NRNC,603,2,Samsung Electro-Mechanics,Basic,X5R 25V 亇20% 10uF 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811110921_Samsung-Electro-Mechanics-CL10A106MA8NRNC_C96446.pdf,"20-180:0.024923077,200-580:0.020307692,600-1980:0.017692308,2000-9980:0.016153846,10000-19980:0.014723077,20000-:0.014000000",625515
C107114,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CC0805JRNPO9BN300,C0805,2,YAGEO,Basic,50V 30pF NP0 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810311413_YAGEO-CC0805JRNPO9BN300_C107114.pdf,"20-180:0.007030769,200-580:0.005723077,600-1980:0.004984615,2000-9980:0.004553846,10000-19980:0.004169231,20000-39980:0.003969231,40000-79980:0.003923077,80000-:0.003892308",32554
C107115,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CC0805JRNPO9BN330,C0805,2,YAGEO,Basic,50V 33pF NP0 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810311413_YAGEO-CC0805JRNPO9BN330_C107115.pdf,"20-180:0.006692308,200-580:0.005415385,600-1980:0.004707692,2000-9980:0.004276923,10000-19980:0.003907692,20000-39980:0.003707692,40000-79980:0.003661538,80000-:0.003646154",42550
C307331,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05B104KB54PNC,402,2,Samsung Electro-Mechanics,Basic,50V 100nF X7R 亇10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191222_Samsung-Electro-Mechanics-CL05B104KB54PNC_C307331.pdf,"20-180:0.006153846,200-580:0.005107692,600-1980:0.004523077,2000-9980:0.004169231,10000-19980:0.003861538,20000-:0.003707692",2486801
C440198,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,GRM21BR61H106KE43L,805,2,Murata Electronics,Basic,50V 10uF X5R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2004251506_Murata-Electronics-GRM21BR61H106KE43L_C440198.pdf,"15-135:0.088000000,150-435:0.071230769,450-1485:0.062461538,7500-14985:0.052769231,1500-7485:0.055384615,15000-:0.051076923",165283
C15879,Circuit Protection,ESD Protection Devices,SMF05CT1G,SOT-363,6,onsemi,Basic,SC-70-6(SOT-363)  ESD Protection Devices ROHS,https://datasheet.lcsc.com/lcsc/1810311712_onsemi-SMF05CT1G_C15879.pdf,"10-90:0.159276923,100-290:0.129846154,300-990:0.117230769,1000-4990:0.104615385,5000-9990:0.096307692,10000-:0.091230769",4905
C32677,Circuit Protection,TVS,PSM712-LF-T7,SOT-23-3,3,ProTek Devices,Basic,19V 13.3V 12V Bi-Directional SOT-23(SOT-23-3)  TVS ROHS,https://datasheet.lcsc.com/lcsc/1811061632_ProTek-Devices-PSM712-LF-T7_C32677.pdf,"20000-39990:0.198461538,5000-9990:0.206153846,300-990:0.235384615,1000-4990:0.213846154,100-290:0.264615385,40000-:0.196923077,10-90:0.321538462,10000-19990:0.200000000",93905
C78395,Circuit Protection,TVS,P6SMB6.8CA,SMB-DO-214AA-0,2,Brightking Elec (TAIWAN),Basic,58.1A 10.5V 6.45V 5.8V Bi-Directional SMB(DO-214AA)  TVS ROHS,https://datasheet.lcsc.com/lcsc/1810181007_Brightking-Elec--TAIWAN-P6SMB6-8CA_C78395.pdf,"5-45:0.053230769,50-145:0.044307692,150-495:0.039846154,10000-19995:0.033538462,500-2495:0.036000000,20000-:0.033384615,2500-4995:0.034769231,5000-9995:0.033846154",213615
C85364,Circuit Protection,TVS,SRV05-4-P-T7,SOT-23-6L,6,ProTek Devices,Basic,1A@8/20兪s 12V 6V 5V SOT-23-6  TVS ROHS,https://datasheet.lcsc.com/lcsc/1809192313_ProTek-Devices-SRV05-4-P-T7_C85364.pdf,"10-90:0.130153846,100-290:0.105846154,300-990:0.093692308,1000-4990:0.084615385,5000-9990:0.077384615,10000-19990:0.073692308,20000-39990:0.072769231,40000-:0.072307692",179464
C7440,Clock and Timing,Real-time Clocks (RTC),"PCF8563T/5,518",SOIC-8_3.9x4.9x1.27P,8,NXP Semicon,Basic,"HH:MM:SS (24 hr) YY-MM-DD-dd I2C, 2-Wire Serial Clock/Calendar SOIC-8_150mil  Real-time Clocks (RTC) ROHS",https://datasheet.lcsc.com/lcsc/1809141212_NXP-Semicon-PCF8563T-5-518_C7440.pdf,"1-9:0.820000000,10-29:0.736923077,30-99:0.658461538,100-499:0.610769231,500-999:0.583076923,1000-:0.569230769",5372
C7593,Clock and Timing,Timers / Clock Oscillators,NE555DR,SOIC-8_3.9x4.9x1.27P,8,Texas Instruments,Basic,4.5V~16V 100kHz 0乣+70亷555 Type，计时苼E振荡苼E单路) 10mA SOIC-8_150mil  Timers / Clock Oscillators ROHS,http://www.ti.com/cn/lit/gpn/ne555,"1-9:0.122153846,10-29:0.099846154,30-99:0.090461538,100-499:0.080923077,500-999:0.074461538,1000-:0.070769231",104255
C8959,Clock and Timing,Real-time Clocks (RTC),DS1302Z+T&R,SOIC-8_3.9x4.9x1.27P,8,Maxim Integrated,Basic,HH:MM:SS (12/24 hr) YY-MM-DD-dd 3-Wire Serial 31B Clock/Calendar SOIC-8_150mil  Real-time Clocks (RTC) ROHS,https://datasheet.lcsc.com/lcsc/1811071513_Maxim-Integrated-DS1302Z-T-R_C8959.pdf,"2000-3999:1.073846154,500-999:1.106153846,30-99:1.246153846,100-499:1.164615385,10-29:1.360000000,4000-:1.064615385,1-9:1.520000000,1000-1999:1.083076923",4365
C9002,Crystals/Oscillators/Resonators,Crystals,X322512MSB4SI,SMD-3225_4P,4,Yangxing Tech,Basic,12MHz SMD Crystal Resonator 20pF 亇10ppm 亇30ppm -40乣+85亷SMD3225-4P  Crystals ROHS,https://datasheet.lcsc.com/lcsc/2103291203_Yangxing-Tech-X322512MSB4SI_C9002.pdf,"10-90:0.079076923,100-290:0.063538462,300-990:0.055846154,5000-9990:0.045384615,1000-4990:0.050000000,10000-:0.043076923",95194
C9006,Crystals/Oscillators/Resonators,Crystals,X322525MOB4SI,SMD-3225_4P,4,Yangxing Tech,Basic,25MHz SMD Crystal Resonator 12pF 亇10ppm 亇30ppm -40乣+85亷SMD3225-4P  Crystals ROHS,https://datasheet.lcsc.com/lcsc/2103291203_Yangxing-Tech-X322525MOB4SI_C9006.pdf,"10-90:0.078615385,100-290:0.063230769,300-990:0.055538462,5000-9990:0.045230769,1000-4990:0.049846154,10000-:0.042923077",57185
C12674,Crystals/Oscillators/Resonators,Crystals,X49SM8MSD2SC,SMD,2,Yangxing Tech,Basic,8MHz 49SMD 20pF 亇20ppm 亇30ppm -20乣+70亷HC-49S/SMD  Crystals ROHS,https://datasheet.lcsc.com/lcsc/2103291133_Yangxing-Tech-X49SM8MSD2SC_C12674.pdf,"2-18:0.081846154,20-58:0.065846154,60-198:0.057846154,1000-1998:0.047076923,200-998:0.051846154,2000-:0.044615385",37547
C13738,Crystals/Oscillators/Resonators,Crystals,X322516MLB4SI,SMD-CRY-3225_4P,4,Yangxing Tech,Basic,16MHz SMD Crystal Resonator 9pF 亇10ppm 亇30ppm -40乣+85亷SMD3225-4P  Crystals ROHS,https://datasheet.lcsc.com/lcsc/2103291133_Yangxing-Tech-X322516MLB4SI_C13738.pdf,"10-90:0.081384615,100-290:0.065384615,300-990:0.057538462,5000-9990:0.046769231,1000-4990:0.051538462,10000-:0.044307692",24123
C32346,Crystals/Oscillators/Resonators,Crystals,Q13FC1350000400,SMD-3215_2P,2,Seiko Epson,Basic,32.768kHz SMD Crystal Resonator 12.5pF 70k兌 亇20ppm -40乣+85亷SMD3215-2P  Crystals ROHS,https://datasheet.lcsc.com/lcsc/1810171817_Seiko-Epson-Q13FC1350000400_C32346.pdf,"10-90:0.280153846,100-290:0.227384615,300-990:0.201538462,1000-4990:0.181846154,5000-9990:0.174307692,10000-19990:0.169846154,20000-39990:0.168246154,40000-:0.166892308",44272
C112574,Crystals/Oscillators/Resonators,Crystals,X5032110592MSB2GI,SMD-5032_2P,2,Yangxing Tech,Basic,11.0592MHz SMD Crystal Resonator 20pF 亇10ppm 亇50ppm -40乣+85亷SMD5032-2P  Crystals ROHS,https://datasheet.lcsc.com/lcsc/2103291134_Yangxing-Tech-X5032110592MSB2GI_C112574.pdf,"5-45:0.183692308,50-145:0.150307692,150-495:0.136000000,2500-4995:0.112153846,500-2495:0.121692308,5000-:0.106307692",14992
C115962,Crystals/Oscillators/Resonators,Crystals,X50328MSB2GI,SMD-5032_2P,2,Yangxing Tech,Basic,8MHz SMD Crystal Resonator 20pF 亇10ppm 亇50ppm -40乣+85亷SMD5032-2P  Crystals ROHS,https://datasheet.lcsc.com/lcsc/2103291135_Yangxing-Tech-X50328MSB2GI_C115962.pdf,"5-45:0.183846154,50-145:0.150461538,150-495:0.136153846,2500-4995:0.112307692,500-2495:0.121846154,5000-:0.106461538",101504
C2128,Diodes,Switching Diode,1N4148WS,SOD-323F,2,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,100V +150亷(Tj) 200mW Single 1.25V@150mA 4ns 1兪A@75V 150mA SOD-323  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/1810101110_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--1N4148WS_C2128.pdf,"20-180:0.010415385,200-580:0.008076923,600-1980:0.007046154,2000-9980:0.006276923,10000-19980:0.005953846,80000-:0.005661538,40000-79980:0.005707692,20000-39980:0.005753846",2368385
C2480,Diodes,Schottky Barrier Diodes (SBD),SS14,"SMA,DO-214AC",2,MDD(Microdiode Electronics),Basic,0.5mA@40V 40V Single 1A 0.55V@1A SMA(DO-214AC)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/2204121115_MDD-Microdiode-Electronics--SS14_C2480.pdf,"15-135:0.017692308,150-435:0.014169231,450-1485:0.012200000,1500-7485:0.011030769,7500-14985:0.010000000,60000-:0.009261538,30000-59985:0.009338462,15000-29985:0.009461538",1476235
